simSteps Time(ms) Input(Iapp) Output(V_axon)
51325 2.566 0.000 -61.05741757
51326 2.566 0.000 -61.05417117
51327 2.566 0.000 -61.05091686
51328 2.566 0.000 -61.04765463
51329 2.566 0.000 -61.04438451
51330 2.567 0.000 -61.04110649
51331 2.567 0.000 -61.03782057
51332 2.567 0.000 -61.03452677
51333 2.567 0.000 -61.03122509
51334 2.567 0.000 -61.02791553
51335 2.567 0.000 -61.02459811
51336 2.567 0.000 -61.02127281
51337 2.567 0.000 -61.01793965
51338 2.567 0.000 -61.01459863
51339 2.567 0.000 -61.01124976
51340 2.567 0.000 -61.00789305
51341 2.567 0.000 -61.00452848
51342 2.567 0.000 -61.00115608
51343 2.567 0.000 -60.99777583
51344 2.567 0.000 -60.99438776
51345 2.567 0.000 -60.99099186
51346 2.567 0.000 -60.98758813
51347 2.567 0.000 -60.98417658
51348 2.567 0.000 -60.98075721
51349 2.567 0.000 -60.97733002
51350 2.567 0.000 -60.97389503
51351 2.568 0.000 -60.97045223
51352 2.568 0.000 -60.96700162
51353 2.568 0.000 -60.96354321
51354 2.568 0.000 -60.96007700
51355 2.568 0.000 -60.95660300
51356 2.568 0.000 -60.95312121
51357 2.568 0.000 -60.94963162
51358 2.568 0.000 -60.94613425
51359 2.568 0.000 -60.94262909
51360 2.568 0.000 -60.93911614
51361 2.568 0.000 -60.93559542
51362 2.568 0.000 -60.93206692
51363 2.568 0.000 -60.92853065
51364 2.568 0.000 -60.92498660
51365 2.568 0.000 -60.92143478
51366 2.568 0.000 -60.91787519
51367 2.568 0.000 -60.91430783
51368 2.568 0.000 -60.91073271
51369 2.568 0.000 -60.90714982
51370 2.568 0.000 -60.90355916
51371 2.569 0.000 -60.89996075
51372 2.569 0.000 -60.89635457
51373 2.569 0.000 -60.89274064
51374 2.569 0.000 -60.88911895
51375 2.569 0.000 -60.88548950
51376 2.569 0.000 -60.88185230
51377 2.569 0.000 -60.87820734
51378 2.569 0.000 -60.87455462
51379 2.569 0.000 -60.87089416
51380 2.569 0.000 -60.86722594
51381 2.569 0.000 -60.86354996
51382 2.569 0.000 -60.85986624
51383 2.569 0.000 -60.85617476
51384 2.569 0.000 -60.85247554
51385 2.569 0.000 -60.84876856
51386 2.569 0.000 -60.84505383
51387 2.569 0.000 -60.84133135
51388 2.569 0.000 -60.83760112
51389 2.569 0.000 -60.83386313
51390 2.570 0.000 -60.83011740
51391 2.570 0.000 -60.82636391
51392 2.570 0.000 -60.82260267
51393 2.570 0.000 -60.81883368
51394 2.570 0.000 -60.81505693
51395 2.570 0.000 -60.81127243
51396 2.570 0.000 -60.80748017
51397 2.570 0.000 -60.80368016
51398 2.570 0.000 -60.79987239
51399 2.570 0.000 -60.79605686
51400 2.570 0.000 -60.79223357
51401 2.570 0.000 -60.78840252
51402 2.570 0.000 -60.78456371
51403 2.570 0.000 -60.78071713
51404 2.570 0.000 -60.77686279
51405 2.570 0.000 -60.77300068
51406 2.570 0.000 -60.76913080
51407 2.570 0.000 -60.76525315
51408 2.570 0.000 -60.76136773
51409 2.570 0.000 -60.75747454
51410 2.571 0.000 -60.75357356
51411 2.571 0.000 -60.74966481
51412 2.571 0.000 -60.74574828
51413 2.571 0.000 -60.74182396
51414 2.571 0.000 -60.73789186
51415 2.571 0.000 -60.73395197
51416 2.571 0.000 -60.73000428
51417 2.571 0.000 -60.72604880
51418 2.571 0.000 -60.72208553
51419 2.571 0.000 -60.71811445
51420 2.571 0.000 -60.71413557
51421 2.571 0.000 -60.71014889
51422 2.571 0.000 -60.70615440
51423 2.571 0.000 -60.70215209
51424 2.571 0.000 -60.69814197
51425 2.571 0.000 -60.69412402
51426 2.571 0.000 -60.69009826
51427 2.571 0.000 -60.68606466
51428 2.571 0.000 -60.68202324
51429 2.571 0.000 -60.67797398
51430 2.571 0.000 -60.67391689
51431 2.572 0.000 -60.66985195
51432 2.572 0.000 -60.66577916
51433 2.572 0.000 -60.66169852
51434 2.572 0.000 -60.65761003
51435 2.572 0.000 -60.65351368
51436 2.572 0.000 -60.64940946
51437 2.572 0.000 -60.64529738
51438 2.572 0.000 -60.64117742
51439 2.572 0.000 -60.63704958
51440 2.572 0.000 -60.63291386
51441 2.572 0.000 -60.62877025
51442 2.572 0.000 -60.62461875
51443 2.572 0.000 -60.62045935
51444 2.572 0.000 -60.61629205
51445 2.572 0.000 -60.61211684
51446 2.572 0.000 -60.60793371
51447 2.572 0.000 -60.60374266
51448 2.572 0.000 -60.59954369
51449 2.572 0.000 -60.59533679
51450 2.572 0.000 -60.59112194
51451 2.573 0.000 -60.58689916
51452 2.573 0.000 -60.58266843
51453 2.573 0.000 -60.57842974
51454 2.573 0.000 -60.57418309
51455 2.573 0.000 -60.56992847
51456 2.573 0.000 -60.56566587
51457 2.573 0.000 -60.56139530
51458 2.573 0.000 -60.55711674
51459 2.573 0.000 -60.55283019
51460 2.573 0.000 -60.54853563
51461 2.573 0.000 -60.54423307
51462 2.573 0.000 -60.53992249
51463 2.573 0.000 -60.53560389
51464 2.573 0.000 -60.53127726
51465 2.573 0.000 -60.52694260
51466 2.573 0.000 -60.52259989
51467 2.573 0.000 -60.51824914
51468 2.573 0.000 -60.51389032
51469 2.573 0.000 -60.50952344
51470 2.574 0.000 -60.50514848
51471 2.574 0.000 -60.50076544
51472 2.574 0.000 -60.49637431
51473 2.574 0.000 -60.49197509
51474 2.574 0.000 -60.48756776
51475 2.574 0.000 -60.48315231
51476 2.574 0.000 -60.47872875
51477 2.574 0.000 -60.47429705
51478 2.574 0.000 -60.46985721
51479 2.574 0.000 -60.46540923
51480 2.574 0.000 -60.46095309
51481 2.574 0.000 -60.45648878
51482 2.574 0.000 -60.45201630
51483 2.574 0.000 -60.44753563
51484 2.574 0.000 -60.44304678
51485 2.574 0.000 -60.43854972
51486 2.574 0.000 -60.43404445
51487 2.574 0.000 -60.42953096
51488 2.574 0.000 -60.42500924
51489 2.574 0.000 -60.42047928
51490 2.575 0.000 -60.41594107
51491 2.575 0.000 -60.41139460
51492 2.575 0.000 -60.40683986
51493 2.575 0.000 -60.40227684
51494 2.575 0.000 -60.39770554
51495 2.575 0.000 -60.39312593
51496 2.575 0.000 -60.38853801
51497 2.575 0.000 -60.38394178
51498 2.575 0.000 -60.37933721
51499 2.575 0.000 -60.37472430
51500 2.575 0.000 -60.37010304
51501 2.575 0.000 -60.36547342
51502 2.575 0.000 -60.36083542
51503 2.575 0.000 -60.35618904
51504 2.575 0.000 -60.35153426
51505 2.575 0.000 -60.34687107
51506 2.575 0.000 -60.34219947
51507 2.575 0.000 -60.33751943
51508 2.575 0.000 -60.33283095
51509 2.575 0.000 -60.32813402
51510 2.575 0.000 -60.32342862
51511 2.576 0.000 -60.31871475
51512 2.576 0.000 -60.31399239
51513 2.576 0.000 -60.30926152
51514 2.576 0.000 -60.30452214
51515 2.576 0.000 -60.29977424
51516 2.576 0.000 -60.29501779
51517 2.576 0.000 -60.29025280
51518 2.576 0.000 -60.28547924
51519 2.576 0.000 -60.28069710
51520 2.576 0.000 -60.27590638
51521 2.576 0.000 -60.27110705
51522 2.576 0.000 -60.26629911
51523 2.576 0.000 -60.26148254
51524 2.576 0.000 -60.25665732
51525 2.576 0.000 -60.25182346
51526 2.576 0.000 -60.24698092
51527 2.576 0.000 -60.24212970
51528 2.576 0.000 -60.23726978
51529 2.576 0.000 -60.23240116
51530 2.576 0.000 -60.22752380
51531 2.577 0.000 -60.22263772
51532 2.577 0.000 -60.21774287
51533 2.577 0.000 -60.21283927
51534 2.577 0.000 -60.20792688
51535 2.577 0.000 -60.20300569
51536 2.577 0.000 -60.19807570
51537 2.577 0.000 -60.19313688
51538 2.577 0.000 -60.18818922
51539 2.577 0.000 -60.18323270
51540 2.577 0.000 -60.17826731
51541 2.577 0.000 -60.17329304
51542 2.577 0.000 -60.16830987
51543 2.577 0.000 -60.16331778
51544 2.577 0.000 -60.15831676
51545 2.577 0.000 -60.15330680
51546 2.577 0.000 -60.14828787
51547 2.577 0.000 -60.14325996
51548 2.577 0.000 -60.13822305
51549 2.577 0.000 -60.13317713
51550 2.578 0.000 -60.12812219
51551 2.578 0.000 -60.12305820
51552 2.578 0.000 -60.11798515
51553 2.578 0.000 -60.11290303
51554 2.578 0.000 -60.10781181
51555 2.578 0.000 -60.10271148
51556 2.578 0.000 -60.09760202
51557 2.578 0.000 -60.09248342
51558 2.578 0.000 -60.08735565
51559 2.578 0.000 -60.08221870
51560 2.578 0.000 -60.07707256
51561 2.578 0.000 -60.07191721
51562 2.578 0.000 -60.06675262
51563 2.578 0.000 -60.06157878
51564 2.578 0.000 -60.05639567
51565 2.578 0.000 -60.05120327
51566 2.578 0.000 -60.04600157
51567 2.578 0.000 -60.04079055
51568 2.578 0.000 -60.03557019
51569 2.578 0.000 -60.03034047
51570 2.579 0.000 -60.02510136
51571 2.579 0.000 -60.01985286
51572 2.579 0.000 -60.01459495
51573 2.579 0.000 -60.00932759
51574 2.579 0.000 -60.00405079
51575 2.579 0.000 -59.99876451
51576 2.579 0.000 -59.99346873
51577 2.579 0.000 -59.98816344
51578 2.579 0.000 -59.98284862
51579 2.579 0.000 -59.97752424
51580 2.579 0.000 -59.97219029
51581 2.579 0.000 -59.96684675
51582 2.579 0.000 -59.96149360
51583 2.579 0.000 -59.95613081
51584 2.579 0.000 -59.95075836
51585 2.579 0.000 -59.94537624
51586 2.579 0.000 -59.93998443
51587 2.579 0.000 -59.93458290
51588 2.579 0.000 -59.92917163
51589 2.579 0.000 -59.92375060
51590 2.579 0.000 -59.91831978
51591 2.580 0.000 -59.91287917
51592 2.580 0.000 -59.90742874
51593 2.580 0.000 -59.90196845
51594 2.580 0.000 -59.89649830
51595 2.580 0.000 -59.89101826
51596 2.580 0.000 -59.88552831
51597 2.580 0.000 -59.88002843
51598 2.580 0.000 -59.87451859
51599 2.580 0.000 -59.86899877
51600 2.580 0.000 -59.86346894
51601 2.580 0.000 -59.85792910
51602 2.580 0.000 -59.85237920
51603 2.580 0.000 -59.84681924
51604 2.580 0.000 -59.84124918
51605 2.580 0.000 -59.83566900
51606 2.580 0.000 -59.83007868
51607 2.580 0.000 -59.82447820
51608 2.580 0.000 -59.81886753
51609 2.580 0.000 -59.81324664
51610 2.580 0.000 -59.80761552
51611 2.581 0.000 -59.80197413
51612 2.581 0.000 -59.79632247
51613 2.581 0.000 -59.79066049
51614 2.581 0.000 -59.78498817
51615 2.581 0.000 -59.77930550
51616 2.581 0.000 -59.77361244
51617 2.581 0.000 -59.76790897
51618 2.581 0.000 -59.76219506
51619 2.581 0.000 -59.75647069
51620 2.581 0.000 -59.75073584
51621 2.581 0.000 -59.74499047
51622 2.581 0.000 -59.73923457
51623 2.581 0.000 -59.73346810
51624 2.581 0.000 -59.72769103
51625 2.581 0.000 -59.72190336
51626 2.581 0.000 -59.71610503
51627 2.581 0.000 -59.71029604
51628 2.581 0.000 -59.70447635
51629 2.581 0.000 -59.69864593
51630 2.582 0.000 -59.69280477
51631 2.582 0.000 -59.68695282
51632 2.582 0.000 -59.68109007
51633 2.582 0.000 -59.67521648
51634 2.582 0.000 -59.66933203
51635 2.582 0.000 -59.66343669
51636 2.582 0.000 -59.65753043
51637 2.582 0.000 -59.65161323
51638 2.582 0.000 -59.64568505
51639 2.582 0.000 -59.63974587
51640 2.582 0.000 -59.63379565
51641 2.582 0.000 -59.62783437
51642 2.582 0.000 -59.62186200
51643 2.582 0.000 -59.61587852
51644 2.582 0.000 -59.60988388
51645 2.582 0.000 -59.60387806
51646 2.582 0.000 -59.59786104
51647 2.582 0.000 -59.59183277
51648 2.582 0.000 -59.58579324
51649 2.582 0.000 -59.57974241
51650 2.583 0.000 -59.57368025
51651 2.583 0.000 -59.56760673
51652 2.583 0.000 -59.56152181
51653 2.583 0.000 -59.55542548
51654 2.583 0.000 -59.54931769
51655 2.583 0.000 -59.54319842
51656 2.583 0.000 -59.53706763
51657 2.583 0.000 -59.53092530
51658 2.583 0.000 -59.52477138
51659 2.583 0.000 -59.51860586
51660 2.583 0.000 -59.51242869
51661 2.583 0.000 -59.50623984
51662 2.583 0.000 -59.50003929
51663 2.583 0.000 -59.49382699
51664 2.583 0.000 -59.48760292
51665 2.583 0.000 -59.48136704
51666 2.583 0.000 -59.47511933
51667 2.583 0.000 -59.46885974
51668 2.583 0.000 -59.46258824
51669 2.583 0.000 -59.45630480
51670 2.583 0.000 -59.45000939
51671 2.584 0.000 -59.44370196
51672 2.584 0.000 -59.43738249
51673 2.584 0.000 -59.43105095
51674 2.584 0.000 -59.42470729
51675 2.584 0.000 -59.41835148
51676 2.584 0.000 -59.41198349
51677 2.584 0.000 -59.40560329
51678 2.584 0.000 -59.39921083
51679 2.584 0.000 -59.39280608
51680 2.584 0.000 -59.38638900
51681 2.584 0.000 -59.37995957
51682 2.584 0.000 -59.37351773
51683 2.584 0.000 -59.36706347
51684 2.584 0.000 -59.36059673
51685 2.584 0.000 -59.35411748
51686 2.584 0.000 -59.34762570
51687 2.584 0.000 -59.34112133
51688 2.584 0.000 -59.33460434
51689 2.584 0.000 -59.32807470
51690 2.584 0.000 -59.32153236
51691 2.585 0.000 -59.31497729
51692 2.585 0.000 -59.30840945
51693 2.585 0.000 -59.30182880
51694 2.585 0.000 -59.29523531
51695 2.585 0.000 -59.28862893
51696 2.585 0.000 -59.28200962
51697 2.585 0.000 -59.27537736
51698 2.585 0.000 -59.26873209
51699 2.585 0.000 -59.26207377
51700 2.585 0.000 -59.25540238
51701 2.585 0.000 -59.24871786
51702 2.585 0.000 -59.24202018
51703 2.585 0.000 -59.23530930
51704 2.585 0.000 -59.22858517
51705 2.585 0.000 -59.22184776
51706 2.585 0.000 -59.21509703
51707 2.585 0.000 -59.20833293
51708 2.585 0.000 -59.20155542
51709 2.585 0.000 -59.19476446
51710 2.586 0.000 -59.18796001
51711 2.586 0.000 -59.18114203
51712 2.586 0.000 -59.17431048
51713 2.586 0.000 -59.16746530
51714 2.586 0.000 -59.16060647
51715 2.586 0.000 -59.15373393
51716 2.586 0.000 -59.14684765
51717 2.586 0.000 -59.13994758
51718 2.586 0.000 -59.13303367
51719 2.586 0.000 -59.12610589
51720 2.586 0.000 -59.11916418
51721 2.586 0.000 -59.11220852
51722 2.586 0.000 -59.10523884
51723 2.586 0.000 -59.09825511
51724 2.586 0.000 -59.09125728
51725 2.586 0.000 -59.08424531
51726 2.586 0.000 -59.07721914
51727 2.586 0.000 -59.07017875
51728 2.586 0.000 -59.06312407
51729 2.586 0.000 -59.05605507
51730 2.587 0.000 -59.04897170
51731 2.587 0.000 -59.04187390
51732 2.587 0.000 -59.03476165
51733 2.587 0.000 -59.02763488
51734 2.587 0.000 -59.02049355
51735 2.587 0.000 -59.01333762
51736 2.587 0.000 -59.00616703
51737 2.587 0.000 -58.99898174
51738 2.587 0.000 -58.99178170
51739 2.587 0.000 -58.98456687
51740 2.587 0.000 -58.97733719
51741 2.587 0.000 -58.97009261
51742 2.587 0.000 -58.96283309
51743 2.587 0.000 -58.95555858
51744 2.587 0.000 -58.94826903
51745 2.587 0.000 -58.94096438
51746 2.587 0.000 -58.93364460
51747 2.587 0.000 -58.92630962
51748 2.587 0.000 -58.91895941
51749 2.587 0.000 -58.91159390
51750 2.587 0.000 -58.90421305
51751 2.588 0.000 -58.89681680
51752 2.588 0.000 -58.88940511
51753 2.588 0.000 -58.88197793
51754 2.588 0.000 -58.87453520
51755 2.588 0.000 -58.86707686
51756 2.588 0.000 -58.85960288
51757 2.588 0.000 -58.85211319
51758 2.588 0.000 -58.84460775
51759 2.588 0.000 -58.83708649
51760 2.588 0.000 -58.82954938
51761 2.588 0.000 -58.82199634
51762 2.588 0.000 -58.81442734
51763 2.588 0.000 -58.80684232
51764 2.588 0.000 -58.79924121
51765 2.588 0.000 -58.79162398
51766 2.588 0.000 -58.78399056
51767 2.588 0.000 -58.77634089
51768 2.588 0.000 -58.76867494
51769 2.588 0.000 -58.76099263
51770 2.588 0.000 -58.75329391
51771 2.589 0.000 -58.74557873
51772 2.589 0.000 -58.73784703
51773 2.589 0.000 -58.73009876
51774 2.589 0.000 -58.72233385
51775 2.589 0.000 -58.71455226
51776 2.589 0.000 -58.70675392
51777 2.589 0.000 -58.69893878
51778 2.589 0.000 -58.69110678
51779 2.589 0.000 -58.68325786
51780 2.589 0.000 -58.67539197
51781 2.589 0.000 -58.66750904
51782 2.589 0.000 -58.65960902
51783 2.589 0.000 -58.65169185
51784 2.589 0.000 -58.64375747
51785 2.589 0.000 -58.63580582
51786 2.589 0.000 -58.62783684
51787 2.589 0.000 -58.61985047
51788 2.589 0.000 -58.61184665
51789 2.589 0.000 -58.60382533
51790 2.590 0.000 -58.59578643
51791 2.590 0.000 -58.58772991
51792 2.590 0.000 -58.57965569
51793 2.590 0.000 -58.57156372
51794 2.590 0.000 -58.56345394
51795 2.590 0.000 -58.55532629
51796 2.590 0.000 -58.54718069
51797 2.590 0.000 -58.53901710
51798 2.590 0.000 -58.53083544
51799 2.590 0.000 -58.52263566
51800 2.590 0.000 -58.51441769
51801 2.590 0.000 -58.50618148
51802 2.590 0.000 -58.49792694
51803 2.590 0.000 -58.48965403
51804 2.590 0.000 -58.48136268
51805 2.590 0.000 -58.47305282
51806 2.590 0.000 -58.46472439
51807 2.590 0.000 -58.45637732
51808 2.590 0.000 -58.44801155
51809 2.590 0.000 -58.43962702
51810 2.591 0.000 -58.43122365
51811 2.591 0.000 -58.42280139
51812 2.591 0.000 -58.41436017
51813 2.591 0.000 -58.40589992
51814 2.591 0.000 -58.39742057
51815 2.591 0.000 -58.38892206
51816 2.591 0.000 -58.38040432
51817 2.591 0.000 -58.37186728
51818 2.591 0.000 -58.36331088
51819 2.591 0.000 -58.35473505
51820 2.591 0.000 -58.34613971
51821 2.591 0.000 -58.33752482
51822 2.591 0.000 -58.32889028
51823 2.591 0.000 -58.32023604
51824 2.591 0.000 -58.31156203
51825 2.591 0.000 -58.30286817
51826 2.591 0.000 -58.29415440
51827 2.591 0.000 -58.28542065
51828 2.591 0.000 -58.27666685
51829 2.591 0.000 -58.26789292
51830 2.591 0.000 -58.25909881
51831 2.592 0.000 -58.25028443
51832 2.592 0.000 -58.24144971
51833 2.592 0.000 -58.23259460
51834 2.592 0.000 -58.22371900
51835 2.592 0.000 -58.21482286
51836 2.592 0.000 -58.20590610
51837 2.592 0.000 -58.19696865
51838 2.592 0.000 -58.18801044
51839 2.592 0.000 -58.17903139
51840 2.592 0.000 -58.17003143
51841 2.592 0.000 -58.16101050
51842 2.592 0.000 -58.15196850
51843 2.592 0.000 -58.14290538
51844 2.592 0.000 -58.13382106
51845 2.592 0.000 -58.12471547
51846 2.592 0.000 -58.11558852
51847 2.592 0.000 -58.10644015
51848 2.592 0.000 -58.09727029
51849 2.592 0.000 -58.08807885
51850 2.592 0.000 -58.07886576
51851 2.593 0.000 -58.06963096
51852 2.593 0.000 -58.06037435
51853 2.593 0.000 -58.05109588
51854 2.593 0.000 -58.04179545
51855 2.593 0.000 -58.03247301
51856 2.593 0.000 -58.02312846
51857 2.593 0.000 -58.01376173
51858 2.593 0.000 -58.00437275
51859 2.593 0.000 -57.99496145
51860 2.593 0.000 -57.98552773
51861 2.593 0.000 -57.97607153
51862 2.593 0.000 -57.96659278
51863 2.593 0.000 -57.95709138
51864 2.593 0.000 -57.94756727
51865 2.593 0.000 -57.93802036
51866 2.593 0.000 -57.92845059
51867 2.593 0.000 -57.91885786
51868 2.593 0.000 -57.90924211
51869 2.593 0.000 -57.89960325
51870 2.594 0.000 -57.88994121
51871 2.594 0.000 -57.88025590
51872 2.594 0.000 -57.87054725
51873 2.594 0.000 -57.86081518
51874 2.594 0.000 -57.85105961
51875 2.594 0.000 -57.84128046
51876 2.594 0.000 -57.83147764
51877 2.594 0.000 -57.82165109
51878 2.594 0.000 -57.81180072
51879 2.594 0.000 -57.80192646
51880 2.594 0.000 -57.79202821
51881 2.594 0.000 -57.78210590
51882 2.594 0.000 -57.77215945
51883 2.594 0.000 -57.76218879
51884 2.594 0.000 -57.75219382
51885 2.594 0.000 -57.74217447
51886 2.594 0.000 -57.73213066
51887 2.594 0.000 -57.72206230
51888 2.594 0.000 -57.71196932
51889 2.594 0.000 -57.70185164
51890 2.595 0.000 -57.69170917
51891 2.595 0.000 -57.68154183
51892 2.595 0.000 -57.67134954
51893 2.595 0.000 -57.66113222
51894 2.595 0.000 -57.65088979
51895 2.595 0.000 -57.64062217
51896 2.595 0.000 -57.63032927
51897 2.595 0.000 -57.62001101
51898 2.595 0.000 -57.60966731
51899 2.595 0.000 -57.59929810
51900 2.595 0.000 -57.58890328
51901 2.595 0.000 -57.57848277
51902 2.595 0.000 -57.56803650
51903 2.595 0.000 -57.55756439
51904 2.595 0.000 -57.54706634
51905 2.595 0.000 -57.53654227
51906 2.595 0.000 -57.52599212
51907 2.595 0.000 -57.51541579
51908 2.595 0.000 -57.50481319
51909 2.595 0.000 -57.49418426
51910 2.595 0.000 -57.48352891
51911 2.596 0.000 -57.47284705
51912 2.596 0.000 -57.46213861
51913 2.596 0.000 -57.45140349
51914 2.596 0.000 -57.44064163
51915 2.596 0.000 -57.42985293
51916 2.596 0.000 -57.41903732
51917 2.596 0.000 -57.40819472
51918 2.596 0.000 -57.39732504
51919 2.596 0.000 -57.38642820
51920 2.596 0.000 -57.37550412
51921 2.596 0.000 -57.36455271
51922 2.596 0.000 -57.35357391
51923 2.596 0.000 -57.34256762
51924 2.596 0.000 -57.33153377
51925 2.596 0.000 -57.32047227
51926 2.596 0.000 -57.30938304
51927 2.596 0.000 -57.29826601
51928 2.596 0.000 -57.28712108
51929 2.596 0.000 -57.27594819
51930 2.596 0.000 -57.26474725
51931 2.597 0.000 -57.25351819
51932 2.597 0.000 -57.24226091
51933 2.597 0.000 -57.23097535
51934 2.597 0.000 -57.21966142
51935 2.597 0.000 -57.20831904
51936 2.597 0.000 -57.19694814
51937 2.597 0.000 -57.18554863
51938 2.597 0.000 -57.17412044
51939 2.597 0.000 -57.16266349
51940 2.597 0.000 -57.15117770
51941 2.597 0.000 -57.13966299
51942 2.597 0.000 -57.12811929
51943 2.597 0.000 -57.11654652
51944 2.597 0.000 -57.10494460
51945 2.597 0.000 -57.09331346
51946 2.597 0.000 -57.08165301
51947 2.597 0.000 -57.06996319
51948 2.597 0.000 -57.05824391
51949 2.597 0.000 -57.04649511
51950 2.598 0.000 -57.03471671
51951 2.598 0.000 -57.02290862
51952 2.598 0.000 -57.01107079
51953 2.598 0.000 -56.99920314
51954 2.598 0.000 -56.98730559
51955 2.598 0.000 -56.97537806
51956 2.598 0.000 -56.96342050
51957 2.598 0.000 -56.95143282
51958 2.598 0.000 -56.93941496
51959 2.598 0.000 -56.92736684
51960 2.598 0.000 -56.91528839
51961 2.598 0.000 -56.90317955
51962 2.598 0.000 -56.89104024
51963 2.598 0.000 -56.87887039
51964 2.598 0.000 -56.86666995
51965 2.598 0.000 -56.85443883
51966 2.598 0.000 -56.84217698
51967 2.598 0.000 -56.82988432
51968 2.598 0.000 -56.81756080
51969 2.598 0.000 -56.80520634
51970 2.599 0.000 -56.79282088
51971 2.599 0.000 -56.78040435
51972 2.599 0.000 -56.76795670
51973 2.599 0.000 -56.75547786
51974 2.599 0.000 -56.74296778
51975 2.599 0.000 -56.73042637
51976 2.599 0.000 -56.71785360
51977 2.599 0.000 -56.70524940
51978 2.599 0.000 -56.69261370
51979 2.599 0.000 -56.67994646
51980 2.599 0.000 -56.66724761
51981 2.599 0.000 -56.65451709
51982 2.599 0.000 -56.64175486
51983 2.599 0.000 -56.62896086
51984 2.599 0.000 -56.61613503
51985 2.599 0.000 -56.60327732
51986 2.599 0.000 -56.59038768
51987 2.599 0.000 -56.57746606
51988 2.599 0.000 -56.56451240
51989 2.599 0.000 -56.55152667
51990 2.599 0.000 -56.53850880
51991 2.600 0.000 -56.52545875
51992 2.600 0.000 -56.51237649
51993 2.600 0.000 -56.49926195
51994 2.600 0.000 -56.48611510
51995 2.600 0.000 -56.47293590
51996 2.600 0.000 -56.45972430
51997 2.600 0.000 -56.44648026
51998 2.600 0.000 -56.43320374
51999 2.600 0.000 -56.41989470
52000 2.600 0.000 -56.40655312
